id,name,text,trans
0,インタビュアー,──それでは、続いての質問なんですが……,"──그럼, 이어지는 질문인데요……"
0,インタビュアー,"三峰さんにとって印象に残っている言葉とか、
座右の銘とか、そういったものはありますか？","미츠미네 씨에게 있어서 인상에 남은 말이나,
좌우명 같은 것이 있나요?"
1007003090010,結華,印象に残ってる言葉──……,인상에 남은 말──……
1007003090020,結華,そうですねぇ……,글쎄요……
0,プロデューサー,（……ん？　結華──）,(……응? 유이카──)
1007003090030,結華,……あるファンの方の言葉なんですけど,……어떤 팬분이 하신 말인데요
1007003090040,結華,"『たとえ本人にでも、自分の大事なアイドルを
実際より低く見積もられるのは嫌だ』","『설령 본인이라고 해도, 자신의 소중한 아이돌을
실제보다 과소평가하는 건 싫다』"
1007003090050,結華,"というようなことを言われた時は、
なかなか痺れましたねぇ","이 말을 들었을 때는,
상당히 찌릿했었죠"
0,プロデューサー,（──……！）,(──……!)
0,インタビュアー,"それは、なんというか……
厳しい言い回しですね……？","그건, 뭐라고 할까……
엄격한 표현이네요……?"
1007003090060,結華,"だから自信を持ってほしいとか、自分を認めてほしいとか、
そういうニュアンスなんです","그러니까 자신감을 가져 달라, 본인을 인정해 달라,
그런 뉘앙스예요"
1007003090070,結華,三峰のことよくわかってる激励っていうか,미츠미네를 잘 알고 있는 격려 방식이라고 할까요
1007003090080,結華,"──……たとえば、今の三峰を否定することは、
三峰を応援してくれる人たちを傷付けることになる","──……예를 들어, 지금의 미츠미네를 부정하는 건,
미츠미네를 응원해주는 사람들에게 상처를 주는 것이다"
1007003090090,結華,"誰だって、誰かの大切なものを雑に扱って
傷付けたくはないじゃないですか","누구라도, 다른 사람의 소중한 것을 거칠게 다루어서
상처주고 싶지는 않잖아요"
0,インタビュアー,ええ──,그렇죠──
1007003090100,結華,"だから、これを聞いた時に、
必要以上に縮こまるのはやめようって思いましたね","그래서 이 말을 들었을 때,
필요 이상으로 움츠러들지 말자고 생각했었죠"
1007003090110,結華,"そうやって、うまーく封じてくれちゃったんです
三峰の、逃げとか。弱いところを","그렇게 해서, 잘 고쳐주었어요
미츠미네의, 도망쳐버리는 부분이나 이라든가. 약한 부분을"
0,プロデューサー,（～～～～結華……！）,(~~~~유이카……!)
1007003090120,結華,……だから、最近一番印象に残ってる言葉はそれかな！,"……그러니까, 요즘 가장 인상에 남아있는 말은 그 말이려나요!"
0,インタビュアー,……厳しくも優しいファンの方がいらっしゃったと,……엄격하게도 다정한 팬분이 계셨다
1007003090130,結華,はい！,네!
1007003090140,結華,"あたたかく見守ってもらえてるんだなって──
すごく嬉しいし、光栄ですよね","따뜻하게 지켜봐 주시는구나 해서──
무척 기쁘고, 영광스러워요"
1007003090150,結華,もちろん、何も失敗しないに越したことはないんですが──,"물론, 아무것도 실패하지 않는 것보다 더 좋은 일은 없겠지만──"
1007003090160,結華,"もし私が何かで失敗してしまったとしても、
『それじゃダメだよ』って注意してくれる──","만일 제가 어떤 일에 실패했다고 하더라도,
『그러면 안 돼』 하고 주의를 주는──"
1007003090170,結華,……そうやって、心から私を見てくれる人がいる,"……그렇게 해서, 진심으로 나를 봐주는 사람이 있다"
1007003090180,結華,こんなにアイドル冥利に尽きることはないなと！,이렇게 아이돌에게 과분할 정도로 고마운 일은 없구나 해요!
0,インタビュアー,──素敵な関係ですね,──멋진 관계네요
1007003090190,結華,はい,네!
1007003090200,結華,"なので、ひとりでも多くの方がそう思ってくださるように
まだまだ精進しなきゃってところですね！","그래서, 한 사람이라도 많은 분들이 그렇게 생각해주시도록
계속해서 정진해 나아가야 하겠죠!"
0,プロデューサー,……やられたよ……！,……한 방 먹었는걸……!
1007003090210,結華,"え～？　なんのことです～？
三峰、質問にちゃんと答えただけだよ？","에~? 무슨 말씀이신지요~?
미츠미네, 질문에 착실하게 대답한 것뿐이라구?"
1007003090220,結華,"……恥ずかしそうな顔にならないように我慢してるＰたん、
とってもレアだったね？","……부끄러운 얼굴이 되지 않도록 참고 있는 P땅,
무척 레어했지?"
0,プロデューサー,"あーもう……！
ほらそうやって……！","아ー 정말……!
이거 봐, 그런 식으로……!"
1007003090230,結華,あははっ,아하핫
1007003090240,結華,"だってこの間はやられっぱなしだったんだもん
お返ししなくちゃ、三峰じゃないでしょ？","저번에 당하기만 했으니까 말이지
되갚아주지 않으면, 미츠미네가 아니잖아?"
1007003090250,結華,──ねぇ？,──그치?
info,produce_events/100700309.json,
译者,ananas,
