id,name,text,trans
0000000000000,プロデューサー,──雛菜,──히나나
1023004010010,雛菜,"ん～……？
何～……","음~……?
왜~……"
0000000000000,プロデューサー,今度のワンマンライブのことなんだけどさ,이번 단독 라이브 말인데
1023004010020,雛菜,うん、何～？,"응, 뭐야~?"
0000000000000,プロデューサー,"うわっ
急に起き上がるからびっくりしたぞ……！","우왓
갑자기 일어나서 놀랐잖아……!"
1023004010030,雛菜,"だって今度のワンマンライブの話でしょ
それで、何～？","이번 단독 라이브 이야기니깐
그래서, 뭐야~?"
0000000000000,プロデューサー,あ、ああ……,"아, 응……"
0000000000000,プロデューサー,"前にも雛菜、衣装とかメイクとか
ステージのセットとか色々提案してくれただろ？","전에도 히나나, 의상이나 메이크업이나
스테이지 세팅이나 여러 가지로 제안해줬잖아?"
1023004010040,雛菜,"あ～、うん
そうだったね～","아~, 응
그랬지~"
1023004010050,雛菜,雛菜、そういうの考えるの結構すきだから,"히나나, 그런 거 생각하기 꽤 좋아하니까"
0000000000000,プロデューサー,"ああ、だから今回も何か意見があれば、
できるだけ反映させたいと思ってさ","응, 그래서 이번에도 뭔가 의견이 있으면,
가능한 한 반영하고 싶어서"
1023004010060,雛菜,へ～！　いいの～？,헤~! 그래도 돼~?
0000000000000,プロデューサー,"もちろん、予算や時間の都合で
なんでもできるってわけじゃないし","물론, 예산이나 시간상
뭐든 다 할 수 있는 건 아니고"
0000000000000,プロデューサー,他のみんなからも案を募ろうとは思ってる,다른 애들로부터도 안을 모아보려고 해
0000000000000,プロデューサー,"でも、雛菜がそういうのに興味があるなら
特に積極的に参加してもらいたいなと思ってさ","그래도 히나나가 그런 데 흥미가 있다면
특히 더 적극적으로 참여해줬으면 해서 말야"
1023004010070,雛菜,"うん～、いいよ～！
やるやる～！","응~, 좋아~!
할래 할래~!"
0000000000000,プロデューサー,"はは、そうか
それならよかった","하하, 그렇구나
그럼 다행이다"
1023004010080,雛菜,"衣装とかメイクとかはやりたいの
いっぱいあるし～……","의상이나 메이크업이나 하고 싶은 거
엄청 많고~……"
1023004010090,雛菜,"あと、他のアイドルの人がやってたライブの
かわいいセットとか、結構スクショしてある！","그리고, 다른 아이돌이 했던 라이브에서
귀여웠던 무대 세팅, 스샷 많이 찍어놨어!"
0000000000000,プロデューサー,え……そうなのか？,에…… 그래?
1023004010100,雛菜,"うん！　デザインがかわいいな～って思った物とか
いつもとりあえずスクショするから","응! 디자인이 귀엽다고 생각한 물건은
항상 스샷부터 찍어놓고 보니까"
1023004010110,雛菜,色々ありすぎてどこにあるかわかんないけど～……,너무 이것저것 많아서 어디 있는지 모르겠지만~……
1023004010120,雛菜,"もっと色々見てかわいくて参考に
なりそうなやつ探そ～！","좀 더 이것저것 보고
귀엽고 참고가 될 만한 걸 찾아봐야겠어~!"
0000000000000,プロデューサー,"おう、事務所にある資料も
好きに見てくれていいからな","응, 사무소에 있는 자료도
마음껏 봐도 되니까"
1023004010130,雛菜,やは～,야하~
1023004010140,雛菜,"ワンマンライブ楽しみって
ツイスタでもたくさん宣伝しちゃお～","단독 라이브 기대하라고
트위스터에도 잔뜩 홍보해야지~"
0000000000000,プロデューサー,"そうだな、準備の様子とかも見せられたら
みんなの期待も高まるよな","그렇네, 준비하는 모습 같은 것도 보여주면
다들 기대감이 높아지겠지"
1023004010150,雛菜,"うん～
そうだよね～……──あれ？","응~
그치~……──어라?"
0000000000000,プロデューサー,"……？
どうした、雛菜","……?
왜 그래, 히나나"
1023004010160,雛菜,"あ～……
ううん、なんでもない","아~……
아니, 아무것도 아니야"
1023004010170,雛菜,"『トール』ってワードがツイスタでバズってるから
透先輩のことかな～って思ったんだけど","『토오루』라는 단어가 트위스터에서 화제가 돼서
토오루 선배 얘기인가 싶었는데"
1023004010180,雛菜,"前に共演したアイドルの人だった
男の子の","전에 같이 출연했던 아이돌이었어
남자 아이돌"
1023004010190,雛菜,"透先輩と同じ名前だな～って思ったから
覚えてたんだけど～……","토오루 선배랑 이름 같아서
기억하고 있었는데~……"
0000000000000,プロデューサー,"ああ……
彼、何かあったのか？","아아……
그 사람한테 무슨 일 생겼어?"
1023004010200,雛菜,"ん～……
なんか、卒業するんだって","음~……
뭔가, 졸업한다나 봐"
0000000000000,プロデューサー,え……？,어……?
1023004010210,雛菜,"アイドルのグループ、辞めるみたい
よくわかんないけど","아이돌 그룹, 그만두는 것 같아
잘은 모르겠지만"
0000000000000,プロデューサー,"……そうなのか
最近、結構活躍してるみたいだったけど","……그렇구나
요즘 꽤 활약하고 있는 것 같았는데"
1023004010220,雛菜,"……へ～
そうなんだ～","……헤~
그렇구나~"
1023004010230,雛菜,"…………
あの人、アイドル終わりなのか","…………
그 사람, 아이돌 끝인 건가"
info,produce_events/102300401.json,
번역자,,
