id,name,text,trans
6014004030010,甘奈,"……
……ふぅ……","……
……후우……"
0000000000000,プロデューサー,"甘奈、お疲れ様！
ここまですごい盛り上がりだな！","아마나, 수고했어!
이쪽까지 무척 분위기가 달아올랐어!"
6014004030020,甘奈,"えへへ、ファンのみんなが
ちゃーんと見ててくれてるからだね！","에헤헤, 팬들 모두가
잘ー 보고 있어 주니까 그렇지!"
0000000000000,プロデューサー,それもあるだろうけど,그럴 수도 있겠지만
0000000000000,プロデューサー,"今日まで頑張ってきた甘奈の一歩一歩が
このライブを作ってるんじゃないか","오늘까지 애써온 아마나의 한걸음 한걸음이
이 라이브를 만들고 있는 거 아닐까"
6014004030030,甘奈,"…………
うん……！","…………
응……!"
6014004030040,甘奈,後半も頑張って来るね！,후반도 힘내서 하고 올게!
6014004030050,甘奈,"今日のことも……
大切な一歩にするために……！","오늘 일도……
소중한 한 걸음으로 삼기 위해……!"
info,produce_events/601400403.json,
번역자,사이버교주,
